"X","BC07_tumor","BC07","BC08_tumor","BC08","BC09_tumor","BC09","BC10_tumor","BC10","GENENAME"
"Fthl17e",0,0,0,0,0,0,0,0,"ferritin, heavy polypeptide-like 17, member E"
"Fthl17-ps1",0,0,0,0,0,0,0,0,"ferritin, heavy polypeptide-like 17, pseudogene 1"
"Fthl17f",0,0,0,0,0,0,0,0,"ferritin, heavy polypeptide-like 17, member F"
"4930402K13Rik",0,0,0,0,0,0,0,0,"RIKEN cDNA 4930402K13 gene"
"Lancl3",7,0,4,1,45,164,63,167,"LanC lantibiotic synthetase component C-like 3 (bacterial)"
"Xk",74,108,56,39,118,155,46,154,"X-linked Kx blood group"
"H2al1m",0,0,0,0,1,4,1,1,"H2A histone family member L1M"
"Gm6829",31,37,27,37,20,21,24,32,"predicted pseudogene 6829"
"H2al1k",0,0,0,0,0,2,0,0,"H2A histone family member L1K"
"Cybb",62,0,45,2,5,0,53,2,"cytochrome b-245, beta polypeptide"
"H2al1o",0,0,0,0,0,0,0,0,"H2A histone family member L1O"
"Dynlt3",569,639,1602,753,1115,640,1045,1093,"dynein light chain Tctex-type 3"
"Sytl5",21,3,234,30,342,213,185,166,"synaptotagmin-like 5"
"H2ap",0,0,0,0,0,0,0,0,"H2A.P histone"
"H2al3",0,0,0,0,4,0,0,0,"H2A histone family member L3"
"Srpx",22,1,548,421,174,0,205,9,"sushi-repeat-containing protein"
"Rpgr",49,89,57,120,112,60,83,127,"retinitis pigmentosa GTPase regulator"
"Otc",0,0,0,0,0,0,0,0,"ornithine transcarbamylase"
"Tspan7",536,762,343,98,924,507,240,196,"tetraspanin 7"
"Mid1ip1",1215,1521,1300,555,1875,1073,2253,2058,"Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish))"
"H2al1a",0,0,0,0,0,0,0,0,"H2A histone family member L1A"
"H2al1b",0,0,0,0,0,0,0,0,"H2A histone family member L1B"
"H2al1c",0,0,0,0,0,0,0,0,"H2A histone family member L1C"
"H2al1d",0,0,0,0,0,0,0,0,"H2A histone family member L1D"
"H2al1e",0,0,0,0,0,0,0,0,"H2A histone family member L1E"
"H2al1f",0,0,0,0,0,0,0,0,"H2A histone family member L1F"
"H2al1g",0,0,0,0,0,0,0,0,"H2A histone family member L1G"
"H2al1h",0,0,0,0,0,0,0,0,"H2A histone family member L1H"
"H2al1i",0,0,0,0,0,0,0,0,"H2A histone family member L1I"
"H2al1j",0,0,0,0,0,0,0,0,"H2A histone family member L1J"
"Bcor",2962,3703,1158,1646,1720,2092,1459,1578,"BCL6 interacting corepressor"
"Atp6ap2",1557,1625,1462,916,1563,1698,1877,2210,"ATPase, H+ transporting, lysosomal accessory protein 2"
"Gm4984",0,1,1,0,0,0,1,1,"predicted pseudogene 4984"
"1810030O07Rik",501,622,548,722,637,612,651,755,"RIKEN cDNA 1810030O07 gene"
"Med14",1306,1686,1686,1554,1689,3233,1385,2808,"mediator complex subunit 14"
"AA414768",72,48,165,66,41,47,62,43,"expressed sequence AA414768"
"Usp9x",4143,4992,6129,5821,4846,6575,5304,7192,"ubiquitin specific peptidase 9, X chromosome"
"Llph-ps2",768,887,527,682,990,1095,636,995,"LLP homolog, pseudogene 2"
"Ddx3x",11591,16297,11943,13725,15383,23002,10521,18463,"DEAD box helicase 3, X-linked"
"Nyx",2,2,0,0,2,6,4,2,"nyctalopin"
"Cask",750,710,1334,1283,1043,855,1344,1353,"calcium/calmodulin dependent serine protein kinase"
"Gpr34",2,9,1,2,0,0,1,7,"G protein-coupled receptor 34"
"Gpr82",3,0,2,0,0,0,0,0,"G protein-coupled receptor 82"
"H2al1n",0,0,0,0,0,0,0,0,"H2A histone family member L1N"
"Gm54073",27,16,25,72,55,22,13,32,"predicted gene, 54073"
"Cypt1",0,0,0,0,0,0,0,0,"cysteine-rich perinuclear theca 1"
"Maoa",1051,1429,1006,1329,1469,1616,1257,2426,"monoamine oxidase A"
"Maob",24,4,204,4,18,9,32,2,"monoamine oxidase B"
"Ndp",4,4,0,0,2,0,0,0,"Norrie disease (pseudoglioma) (human)"
"Efhc2",1,0,0,1,2,0,0,1,"EF-hand domain (C-terminal) containing 2"
"Fundc1",432,439,350,617,520,379,378,659,"FUN14 domain containing 1"
"Dusp21",0,0,0,0,0,0,0,0,"dual specificity phosphatase 21"
"Kdm6a",1006,1183,708,964,1018,1049,372,626,"lysine (K)-specific demethylase 6A"
"Dipk2b",0,0,4,0,1,0,0,0,"divergent protein kinase domain 2B"
"Tex13c3",0,0,0,0,0,0,0,0,"TEX13 family member C3"
"Chst7",17,9,220,17,25,10,71,52,"carbohydrate sulfotransferase 7"
"Slc9a7",13,8,190,4,39,67,7,3,"solute carrier family 9 (sodium/hydrogen exchanger), member 7"
"Rp2",291,315,595,442,468,360,529,569,"retinitis pigmentosa 2 homolog"
"Jade3",409,520,198,206,333,607,409,638,"jade family PHD finger 3"
"Rgn",0,0,3,0,2,0,5,0,"regucalcin"
"Ndufb11",1233,1396,873,1612,1292,1045,926,1238,"NADH:ubiquinone oxidoreductase subunit B11"
"Rbm10",2050,2065,1253,2245,2000,2285,1504,2150,"RNA binding motif protein 10"
"Uba1",8823,10631,10846,10844,9703,12927,10976,15257,"ubiquitin-like modifier activating enzyme 1"
"Cdk16",2103,2197,2625,2908,2468,2360,2427,3133,"cyclin dependent kinase 16"
"Usp11",59,132,154,659,368,84,227,181,"ubiquitin specific peptidase 11"
"Gm39500",0,3,0,0,0,0,0,0,"predicted gene, 39500"
"Araf",1356,1317,1273,1332,1190,1132,804,1063,"Araf proto-oncogene, serine/threonine kinase"
"Syn1",49,38,90,33,11,13,60,192,"synapsin I"
"Timp1",648,427,12407,837,1473,844,1755,1474,"tissue inhibitor of metalloproteinase 1"
"Cfp",152,72,141,51,60,42,134,114,"complement factor properdin"
"Elk1",514,529,493,560,489,446,537,594,"ELK1, member of ETS oncogene family"
"Uxt",197,184,128,170,207,184,137,151,"ubiquitously expressed prefoldin like chaperone"
"Zfp182",117,94,78,134,102,102,61,95,"zinc finger protein 182"
"Spaca5",1,2,0,0,0,0,0,0,"sperm acrosome associated 5"
"Zfp300",20,27,8,24,17,14,15,23,"zinc finger protein 300"
"Ssxa1",0,0,0,0,0,0,0,0,"SSX member A1"
"Gm5932",0,0,0,0,0,0,0,0,"predicted gene 5932"
"Agtr2",0,0,3,3,0,0,0,1,"angiotensin II receptor, type 2"
"Slc6a14",0,0,0,0,0,0,0,0,"solute carrier family 6 (neurotransmitter transporter), member 14"
"Klhl13",263,455,626,365,428,83,270,31,"kelch-like 13"
"Wdr44",94,120,269,163,127,158,129,168,"WD repeat domain 44"
"Tesl1",0,0,0,0,0,0,0,0,"testin LIM domain protein like 1"
"Gm5934",0,0,0,0,0,0,0,0,"predicted gene 5934"
"Gm4297",0,0,0,0,0,0,0,0,"predicted gene 4297"
"Gm5935",0,0,0,0,0,0,0,0,"predicted gene 5935"
"Gm5169",0,0,0,0,0,0,0,0,"predicted gene 5169"
"Gm1993",0,0,0,0,0,0,0,0,"predicted gene 1993"
"Gm2003",0,0,0,0,0,0,0,0,"predicted pseudogene 2003"
"Gm5168",0,0,0,0,0,0,0,0,"predicted gene 5168"
"Gm2012",0,0,0,0,0,0,0,0,"predicted gene 2012"
"Gm2030",0,1,0,0,0,0,0,0,"predicted gene 2030"
"Gm2036",32,3,8,15,5,5,7,5,"predicted gene 2036"
"Slx",0,0,0,0,0,0,0,0,"Sycp3 like X-linked"
"Gm14525",0,0,0,0,0,0,0,0,"predicted gene 14525"
"Gm6121",0,0,0,0,0,0,0,0,"predicted gene 6121"
"Gm10230",0,0,0,0,0,0,0,0,"predicted gene 10230"
"Gm10058",0,0,0,0,0,0,0,0,"predicted gene 10058"
"Gm4836",0,0,0,0,0,0,0,0,"predicted gene 4836"
"Gm10147",0,0,0,0,0,0,0,0,"predicted gene 10147"
"Gm10096",0,0,0,0,0,0,0,0,"predicted gene 10096"
"Gm10488",0,0,0,0,0,0,0,0,"predicted gene 10488"
"Gm14632",0,0,0,0,0,0,0,0,"predicted gene 14632"
"Gm10487",0,0,0,0,0,0,0,0,"predicted gene 10487"
"Btbd35f29",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 29"
"Spin2f",0,0,0,0,0,0,0,0,"spindlin family, member 2F"
"Btbd35f26",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 26"
"Btbd35f19",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 19"
"Gm54066",0,0,0,0,0,0,0,0,"predicted gene, 54066"
"Spin2e",0,0,0,0,0,0,0,0,"spindlin family, member 2E"
"Btbd35f25",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 25"
"Spin2j",0,0,0,0,0,0,0,0,"spindlin family, member 2J"
"Btbd35f22",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 22"
"Btbd35f2",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 2"
"Spin2i",0,0,0,0,0,0,0,0,"spindlin family, member 2I"
"Btbd35f1",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 1"
"Spin2h",0,0,0,0,0,0,0,0,"spindlin family, member 2H"
"Btbd35f21",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 21"
"Btbd35f5",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 5"
"Btbd35f12",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 12"
"Btbd35f15",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 15"
"Btbd35f13",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 13"
"Btbd35f14",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 14"
"Gm46683",0,0,0,0,0,0,0,0,"predicted gene, 46683"
"Btbd35f6",0,1,0,0,0,0,0,0,"BTB domain containing 35, family member 6"
"Btbd35f9",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 9"
"Spin2g",0,0,0,0,0,0,0,0,"spindlin family, member 2G"
"Btbd35f8",0,1,0,0,0,0,0,0,"BTB domain containing 35, family member 8"
"Gm10486",0,0,0,0,0,0,0,0,"predicted gene 10486"
"Gm14819",0,0,0,0,0,0,0,0,"predicted gene 14819"
"Dock11",482,490,549,783,1271,1734,902,1293,"dedicator of cytokinesis 11"
"Il13ra1",284,146,989,1081,794,270,1716,975,"interleukin 13 receptor, alpha 1"
"Zcchc12",1,1,0,16,5,0,1,1,"zinc finger, CCHC domain containing 12"
"Lonrf3",222,257,122,63,225,152,212,174,"LON peptidase N-terminal domain and ring finger 3"
"Gm14569",0,4,0,0,0,0,1,0,"predicted gene 14569"
"Pgrmc1",2301,2103,4880,2758,3576,3868,2849,3728,"progesterone receptor membrane component 1"
"Akap17b",65,71,174,207,111,42,109,87,"A kinase anchor protein 17B"
"Slc25a43",10,8,55,12,27,23,23,12,"solute carrier family 25, member 43"
"Slc25a5",8877,9891,7796,8130,8455,13495,7842,13901,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5"
"Steep1",795,897,830,808,843,972,801,1096,"STING1 ER exit protein 1"
"Ube2a",443,459,577,457,511,812,476,648,"ubiquitin-conjugating enzyme E2A"
"Nkrf",419,542,357,417,406,755,381,793,"NF-kappaB repressing factor"
"Septin6",299,308,243,699,252,274,315,500,"septin 6"
"Sowahd",1,1,0,0,0,0,0,0,"sosondowah ankyrin repeat domain family member D"
"Rpl39",3743,4374,3453,4784,5462,4171,3707,5077,"ribosomal protein L39"
"Upf3b",659,704,378,770,686,733,516,984,"UPF3 regulator of nonsense transcripts homolog B (yeast)"
"Nkap",445,589,420,572,594,583,398,650,"NFKB activating protein"
"Akap14",3,0,0,0,1,0,0,0,"A kinase anchor protein 14"
"Ndufa1",374,286,317,284,351,317,234,364,"NADH:ubiquinone oxidoreductase subunit A1"
"Rnf113a1",85,48,69,59,85,80,50,118,"ring finger protein 113A1"
"Gm9",0,0,0,0,0,0,0,0,"predicted gene 9"
"Rhox1",0,0,0,0,0,0,0,0,"reproductive homeobox 1"
"Rhox2a",0,2,0,0,0,0,0,0,"reproductive homeobox 2A"
"Rhox3a",0,1,0,0,0,0,0,0,"reproductive homeobox 3A"
"Rhox4a",1,4,0,0,0,3,0,0,"reproductive homeobox 4A"
"Rhox3a2",0,0,0,0,0,0,0,0,"reproductive homeobox 3A2"
"Rhox4a2",1,4,0,0,0,3,0,0,"reproductive homeobox 4A2"
"Rhox2b",0,3,0,0,0,0,0,0,"reproductive homeobox 2B"
"Rhox4b",0,0,0,0,0,0,0,0,"reproductive homeobox 4B"
"Rhox2c",0,0,0,0,0,0,0,0,"reproductive homeobox 2C"
"Rhox3c",0,0,0,0,0,0,0,0,"reproductive homeobox 3C"
"Rhox4c",0,1,0,0,0,0,0,0,"reproductive homeobox 4C"
"Rhox2d",8,6,0,0,0,0,0,0,"reproductive homeobox 2D"
"Rhox4d",0,0,0,0,0,0,0,0,"reproductive homeobox 4D"
"Rhox2e",0,2,0,0,0,0,0,0,"reproductive homeobox 2E"
"Rhox3e",0,0,0,0,0,0,0,0,"reproductive homeobox 3E"
"Rhox4e",0,0,0,0,0,0,0,0,"reproductive homeobox 4E"
"Rhox2f",0,0,0,0,0,0,0,0,"reproductive homeobox 2F"
"Rhox3f",0,0,0,0,0,0,0,0,"reproductive homeobox 3F"
"Rhox4f",0,0,0,0,0,3,0,0,"reproductive homeobox 4F"
"Rhox3g",0,0,0,0,0,0,0,0,"reproductive homeobox 3G"
"Rhox2g",11,5,0,0,0,0,0,0,"reproductive homeobox 2G"
"Rhox4g",0,1,0,0,0,0,0,0,"reproductive homeobox 4G"
"Rhox3h",0,0,0,0,0,0,0,0,"reproductive homeobox 3H"
"Rhox2h",5,8,0,0,0,0,0,0,"reproductive homeobox 2H"
"Rhox5",6537,7173,11,0,174,108,50,8,"reproductive homeobox 5"
"Rhox6",4,4,0,0,0,0,0,0,"reproductive homeobox 6"
"Rhox7a",0,0,0,0,0,0,0,0,"reproductive homeobox 7A"
"Rhox8",0,0,0,0,0,0,0,0,"reproductive homeobox 8"
"Rhox9",0,0,0,0,0,0,0,0,"reproductive homeobox 9"
"Btg1b",0,0,0,0,0,0,0,0,"BTG anti-proliferation factor 1B"
"Btg1c",0,0,0,0,0,0,0,0,"BTG anti-proliferation factor 1C"
"Rhox10",1,3,0,0,0,0,0,0,"reproductive homeobox 10"
"Rhox11",0,0,0,0,0,0,0,0,"reproductive homeobox 11"
"Rhox12",0,0,0,0,0,0,0,0,"reproductive homeobox 12"
"Rhox13",0,0,0,0,0,0,0,0,"reproductive homeobox 13"
"Zbtb33",454,579,542,553,708,671,462,670,"zinc finger and BTB domain containing 33"
"Tmem255a",18,51,1,9,20,2,8,6,"transmembrane protein 255A"
"Atp1b4",0,0,0,2,0,0,0,0,"ATPase Na+/K+ transporting, beta 4 polypeptide"
"Lamp2",4050,3620,6383,4561,6779,3682,7060,6413,"lysosomal-associated membrane protein 2"
"Cul4b",2599,3385,2085,2394,1726,2816,2493,3877,"cullin 4B"
"Mcts1",404,365,463,564,608,475,495,580,"malignant T cell amplified sequence 1"
"C1galt1c1",224,192,289,164,266,275,238,249,"C1GALT1-specific chaperone 1"
"6030498E09Rik",0,0,0,0,0,0,0,0,"RIKEN cDNA 6030498E09 gene"
"Gm14577",0,0,0,0,0,0,0,0,"predicted gene 14577"
"Gria3",5,0,366,68,98,0,190,48,"glutamate receptor, ionotropic, AMPA3 (alpha 3)"
"Thoc2",1332,1688,1308,2087,1496,2044,1255,1999,"THO complex 2"
"Xiap",1083,1352,1481,1397,1056,1172,1175,1692,"X-linked inhibitor of apoptosis"
"Stag2",2871,3688,2008,3392,2890,3193,2229,3836,"STAG2 cohesin complex component"
"Tex13d",0,0,0,1,0,0,0,0,"TEX13 family member D"
"Sh2d1a",0,0,0,0,0,0,0,0,"SH2 domain containing 1A"
"Tenm1",0,0,1,0,0,0,0,0,"teneurin transmembrane protein 1"
"Tex13c1",0,0,0,0,0,0,0,0,"TEX13 family member C1"
"Dcaf12l2",20,5,7,0,1,2,1,0,"DDB1 and CUL4 associated factor 12-like 2"
"Dcaf12l1",33,23,181,2,6,2,0,0,"DDB1 and CUL4 associated factor 12-like 1"
"Prr32",0,0,4,0,2,0,2,2,"proline rich 32"
"Actrt1",0,0,0,0,0,0,0,0,"actin-related protein T1"
"Smarca1",42,80,38,270,65,12,237,78,"SNF2 related chromatin remodeling ATPase 1"
"Ocrl",515,663,975,678,502,507,627,516,"OCRL, inositol polyphosphate-5-phosphatase"
"Apln",144,46,1141,178,172,208,543,940,"apelin"
"Xpnpep2",75,77,8,4,2,4,3,18,"X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound"
"Sash3",10,0,8,0,1,0,4,0,"SAM and SH3 domain containing 3"
"Zdhhc9",457,553,833,667,689,509,653,596,"zinc finger, DHHC domain containing 9"
"Utp14a",740,641,440,616,910,1034,489,930,"UTP14A small subunit processome component"
"Bcorl1",413,415,607,326,381,410,527,465,"BCL6 co-repressor-like 1"
"Elf4",806,831,1140,723,670,952,889,1249,"E74 like ETS transcription factor 4"
"Aifm1",1854,1903,1272,1564,1695,1629,1637,2672,"apoptosis-inducing factor, mitochondrion-associated 1"
"Rab33a",6,11,3,12,16,5,12,11,"RAB33A, member RAS oncogene family"
"Zfp280c",716,898,438,760,725,1030,537,1272,"zinc finger protein 280C"
"Slc25a14",82,65,97,91,103,119,108,103,"solute carrier family 25 (mitochondrial carrier, brain), member 14"
"Gpr119",0,0,0,0,0,0,0,0,"G-protein coupled receptor 119"
"Rbmx2",304,340,221,286,365,379,300,412,"RNA binding motif protein, X-linked 2"
"Fsip2l",0,1,1,0,0,3,0,0,"fibrous sheath-interacting protein 2-like"
"Enox2",194,241,169,271,229,232,174,212,"ecto-NOX disulfide-thiol exchanger 2"
"Arhgap36",0,5,30,1,0,0,5,0,"Rho GTPase activating protein 36"
"Or11q2",0,0,0,0,0,0,0,0,"olfactory receptor family 11 subfamily Q member 2"
"Or5o1",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily N member 1"
"Igsf1",4,0,11,0,5,2,0,0,"immunoglobulin superfamily, member 1"
"Or11n2",0,0,0,0,0,0,0,0,"olfactory receptor family 11 subfamily N member 2"
"Or5bh3",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily BH member 3"
"Or1aa2",0,0,0,0,0,0,0,0,"olfactory receptor family 1 subfamily AA member 2"
"Stk26",30,24,37,38,40,9,37,22,"serine/threonine kinase 26"
"Frmd7",0,0,0,0,0,0,0,1,"FERM domain containing 7"
"Rap2c",849,1059,1133,1080,1058,1037,1075,1508,"RAP2C, member of RAS oncogene family"
"Mbnl3",644,1032,375,434,685,1140,1063,1637,"muscleblind like splicing factor 3"
"Hs6st2",190,187,2506,1130,951,721,2313,2266,"heparan sulfate 6-O-sulfotransferase 2"
"Usp26",0,0,0,10,0,0,0,1,"ubiquitin specific peptidase 26"
"Magea14",0,0,0,0,0,0,0,0,"MAGE family member A14"
"Gpc4",702,663,5609,872,1234,438,2706,2087,"glypican 4"
"Gpc3",4224,3883,153,558,1173,503,555,61,"glypican 3"
"Ccdc160",1,3,0,0,8,0,0,0,"coiled-coil domain containing 160"
"Phf6",1348,1592,878,1485,1331,1649,1142,2606,"PHD finger protein 6"
"Hprt1",1536,1763,1591,1983,1695,2225,1340,2540,"hypoxanthine phosphoribosyltransferase 1"
"Plac1",25,39,1,66,86,13,63,33,"placental specific protein 1"
"Pabir2",424,532,211,662,460,434,276,445,"PABIR family member 2"
"Pabir3",0,0,0,0,0,0,0,0,"PABIR family member 3"
"Mospd1",264,261,340,239,419,224,330,203,"motile sperm domain containing 1"
"Etd",0,0,0,0,0,0,0,0,"embryonic testis differentiation"
"4933416I08Rik",0,0,0,0,0,0,0,0,"RIKEN cDNA 4933416I08 gene"
"Rtl8c",60,60,189,52,81,11,70,27,"retrotransposon Gag like 8C"
"Rtl8a",572,665,1139,742,563,360,610,472,"retrotransposon Gag like 8A"
"Rtl8b",552,594,1054,761,546,365,617,478,"retrotransposon Gag like 8B"
"Ct55",0,2,0,0,2,0,0,0,"cancer/testis antigen 55"
"1700013H16Rik",0,0,0,0,0,0,0,0,"RIKEN cDNA 1700013H16 gene"
"Gm6025",0,0,0,0,0,0,0,0,"predicted pseudogene 6025"
"Zfp36l3",0,0,0,0,0,0,0,0,"zinc finger protein 36, C3H type-like 3"
"Xlr",16,19,13,1,6,0,7,0,"X-linked lymphocyte-regulated"
"Atf1-ps",14,25,9,21,13,6,10,27,"activating transcription factor 1, pseudogene"
"Gm14596",0,2,0,0,0,0,0,0,"predicted gene 14596"
"Gm14594",0,2,0,0,0,0,0,0,"predicted gene 14594"
"Gm16405",0,2,0,0,0,0,0,0,"predicted gene 16405"
"Gm16430",0,2,0,0,0,0,0,0,"predicted gene 16430"
"Gm14595",0,2,0,0,0,0,0,0,"predicted gene 14595"
"Gm14590",0,2,0,0,0,0,0,0,"predicted gene 14590"
"Gm7950",0,2,0,0,0,0,0,0,"predicted pseudogene 7950"
"Gm7958",0,2,0,0,0,0,0,0,"predicted gene 7958"
"Slxl1",0,0,0,0,0,0,0,0,"Slx-like 1"
"Gm6660",0,0,0,0,0,0,0,0,"predicted gene 6660"
"Gm14625",0,0,0,0,0,0,0,0,"predicted gene 14625"
"Gm16404",0,0,0,0,0,0,0,0,"predicted gene 16404"
"Gm6664",0,0,0,0,0,0,0,0,"predicted gene 6664"
"3830403N18Rik",3,0,8,0,19,0,1,2,"RIKEN cDNA 3830403N18 gene"
"Gm35586",0,0,0,0,0,0,0,0,"predicted gene, 35586"
"Gm773",0,0,0,0,0,0,0,0,"predicted gene 773"
"Gm35953",0,0,4,0,0,0,0,0,"predicted gene, 35953"
"Zfp449",80,96,154,132,104,100,158,156,"zinc finger protein 449"
"Smim10l2a",12,5,3,6,1,0,2,1,"small integral membrane protein 10 like 2A"
"Ints6l",324,237,287,397,483,192,264,308,"integrator complex subunit 6 like"
"Ct45a",3,1,0,3,2,0,2,5,"cancer/testis antigen 45"
"Mmgt1",1206,1646,1907,1767,1483,2168,1480,2221,"membrane magnesium transporter 1"
"Slc9a6",426,612,747,678,460,407,422,524,"solute carrier family 9 (sodium/hydrogen exchanger), member 6"
"Fhl1",883,156,18410,1143,3022,2780,5314,5287,"four and a half LIM domains 1"
"Map7d3",9,3,62,38,22,10,21,4,"MAP7 domain containing 3"
"Adgrg4",0,0,0,0,0,0,0,0,"adhesion G protein-coupled receptor G4"
"Brs3",2,0,0,0,0,0,0,0,"bombesin-like receptor 3"
"Htatsf1",834,1118,787,1242,1013,1009,968,1152,"HIV TAT specific factor 1"
"Vgll1",0,0,0,0,0,0,0,0,"vestigial like family member 1"
"Cd40lg",0,0,0,0,0,0,0,0,"CD40 ligand"
"Arhgef6",211,255,50,131,105,14,42,8,"Rac/Cdc42 guanine nucleotide exchange factor 6"
"Rbmx",343,788,686,1283,679,1318,737,1047,"RNA binding motif protein, X chromosome"
"Tm9sf5",0,2,0,0,1,0,0,0,"transmembrane 9 superfamily member 5"
"Gpr101",0,0,0,0,0,0,0,0,"G protein-coupled receptor 101"
"Gm54088",0,0,0,0,0,0,0,0,"predicted gene, 54088"
"Zic3",0,0,0,0,0,0,0,0,"zinc finger protein of the cerebellum 3"
"Magea13",0,0,0,0,0,0,1,0,"MAGE family member A13"
"Fgf13",0,0,61,4,54,25,5,0,"fibroblast growth factor 13"
"F9",0,0,0,0,0,0,0,0,"coagulation factor IX"
"Gm5637",26,36,47,30,54,56,53,81,"predicted pseudogene 5637"
"Mcf2",12,0,0,0,0,0,0,0,"mcf.2 transforming sequence"
"Atp11c",621,813,577,1077,746,820,538,1002,"ATPase, class VI, type 11C"
"Gm7073",0,0,0,0,0,0,0,0,"predicted gene 7073"
"Gm715",3,3,11,6,1,0,1,1,"predicted gene 715"
"Sox3",0,1,0,2,1,0,1,0,"SRY (sex determining region Y)-box 3"
"Gm4988",0,0,0,0,0,0,0,0,"predicted gene 4988"
"Ldoc1",0,0,2,0,0,0,0,0,"regulator of NFKB signaling"
"Magec2",0,0,0,0,0,0,0,0,"MAGE family member C2"
"Gm6760",0,2,0,0,0,0,0,0,"predicted gene 6760"
"Magea9",0,0,4,0,0,1,1,0,"MAGE family member A9"
"Slitrk4",0,0,0,0,1,0,0,0,"SLIT and NTRK-like family, member 4"
"Ctag2",0,0,0,0,0,0,0,0,"cancer/testis antigen 2"
"Slitrk2",0,3,3,5,5,2,2,0,"SLIT and NTRK-like family, member 2"
"Gm14681",183,370,138,340,232,404,169,387,"predicted gene 14681"
"Gm14687",0,0,0,0,0,0,0,0,"predicted gene 14687"
"Gm1140",0,0,0,0,5,0,0,0,"predicted gene 1140"
"Gm14692",0,0,0,0,5,0,0,0,"predicted gene 14692"
"4933436I01Rik",0,0,0,0,0,0,0,0,"RIKEN cDNA 4933436I01 gene"
"Fmr1",1680,2017,2275,2169,2388,3126,1983,3737,"fragile X messenger ribonucleoprotein 1"
"Fmr1nb",0,0,1,0,0,0,0,0,"Fmr1 neighbor"
"Aff2",221,229,213,47,95,42,16,23,"AF4/FMR2 family, member 2"
"Ids",422,671,797,968,507,474,677,961,"iduronate 2-sulfatase"
"Eola1",172,132,229,213,205,115,146,176,"endothelium and lymphocyte associated ASCH domain 1"
"Tmem185a",573,632,897,572,634,527,475,709,"transmembrane protein 185A"
"Gm14725",0,0,0,0,0,0,0,0,"predicted gene 14725"
"Mamld1",13,28,109,201,78,5,37,5,"mastermind-like domain containing 1"
"Mtm1",66,70,118,79,230,76,128,69,"X-linked myotubular myopathy gene 1"
"Mtmr1",409,562,362,515,568,662,332,471,"myotubularin related protein 1"
"Cd99l2",885,1076,909,980,761,597,872,780,"CD99 antigen-like 2"
"Hmgb3",949,1247,689,1235,990,955,1159,1844,"high mobility group box 3"
"Gpr50",10,9,6,0,0,9,1,11,"G-protein-coupled receptor 50"
"Vma21",824,999,914,953,746,1040,882,1504,"VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)"
"Prrg3",7,0,111,10,19,2,49,2,"proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane)"
"Cnga2",0,2,0,0,0,0,0,0,"cyclic nucleotide gated channel alpha 2"
"Magea4",0,0,0,0,0,0,0,0,"MAGE family member A4"
"Gabre",91,59,57,56,19,5,50,125,"gamma-aminobutyric acid (GABA) A receptor, subunit epsilon"
"Magea10",0,0,0,0,0,0,0,0,"MAGE family member A10"
"Gabra3",3,1,82,5,50,1,25,8,"gamma-aminobutyric acid type A receptor subunit alpha 3"
"Gabrq",0,0,2,0,0,0,2,2,"gamma-aminobutyric acid type A receptor subunit theta"
