X,BC07,BC08,BC09,BC10,GENENAME
Or10al5,0,0,0,0,olfactory receptor family 10 subfamily AL member 5
Or10al6,0,0,0,0,olfactory receptor family 10 subfamily AL member 6
Or2g1,0,0,0,0,olfactory receptor family 2 subfamily G member 1
Or2b4,0,0,0,0,olfactory receptor family 2 subfamily B member 4
Or14j1,0,0,0,0,olfactory receptor family 14 subfamily J member 1
Or14j5,0,0,0,0,olfactory receptor family 14 subfamily J member 5
Or14j6,0,0,0,0,olfactory receptor family 14 subfamily J member 6
Or14j7,2,0,0,0,olfactory receptor family 14 subfamily J member 7
Or14j8,0,0,0,0,olfactory receptor family 14 subfamily J member 8
Gm54004,23,401,1,0,"predicted gene, 54004"
LOC118568338,1,0,0,0,zinc finger protein 431-like
Or10al7,0,0,0,0,olfactory receptor family 10 subfamily AL member 7
Or2g7,0,0,0,0,olfactory receptor family 2 subfamily G member 7
Or2y3,0,0,0,0,olfactory receptor family 2 subfamily Y member 3
Or2h15,0,0,0,0,olfactory receptor family 2 subfamily H member 15
Or2n1b,0,0,0,0,olfactory receptor family 2 subfamily N member 1B
Or2n1,0,0,0,0,olfactory receptor family 2 subfamily N member 1
Or2n1c,0,0,0,0,olfactory receptor family 2 subfamily N member 1C
Or2n1e,0,0,0,0,olfactory receptor family 2 subfamily N member 1E
Or2j3,0,0,0,0,olfactory receptor family 2 subfamily J member 3
Or2n1d,0,0,0,0,olfactory receptor family 2 subfamily N member 1D
Esp36,0,0,0,0,exocrine gland secreted peptide 36
Gm54005,4,7,0,2,"predicted gene, 54005"
Esp34,0,0,0,0,exocrine gland secreted peptide 34
Esp31,0,0,0,0,exocrine gland secreted peptide 31
Esp24,0,0,0,0,exocrine gland secreted peptide 24
Esp23,0,0,0,0,exocrine gland secreted peptide 23
Esp18,0,0,0,0,exocrine gland secreted peptide 18
Esp16,0,0,0,0,exocrine gland secreted peptide 16
Esp15,0,0,0,0,exocrine gland secreted peptide 15
Esp38,0,0,0,0,exocrine gland secreted peptide 38
Pgk2,0,0,0,0,phosphoglycerate kinase 2
Crisp3,0,0,0,0,cysteine-rich secretory protein 3
Crisp1,0,0,0,0,cysteine-rich secretory protein 1
Esp8,0,0,0,0,exocrine gland secreted peptide 8
Gm44501,0,0,0,0,"predicted readthrough transcript, 44501"
Esp6,0,0,0,0,exocrine gland secreted peptide 6
Esp5,0,0,0,0,exocrine gland secreted peptide 5
Esp4,0,0,0,0,exocrine gland secreted peptide 4
Esp3,0,0,0,0,exocrine gland secreted peptide 3
Esp1,0,0,0,0,exocrine gland secreted peptide 1
Crisp2,3,0,0,0,cysteine-rich secretory protein 2
Rhag,0,0,0,2,Rhesus blood group-associated A glycoprotein
9130008F23Rik,19,21,121,158,RIKEN cDNA 9130008F23 gene
Glyatl3,0,1,5,1,glycine-N-acyltransferase-like 3
Cenpq,526,480,505,543,centromere protein Q
Mmut,748,886,738,809,methylmalonyl-Coenzyme A mutase
Gm54006,2,5,0,0,"predicted gene, 54006"
Ptchd4,12,35,110,105,patched domain containing 4
Opn5,0,0,0,0,opsin 5
Adgrf4,16,0,4,3,adhesion G protein-coupled receptor F4
Adgrf2,1,2,2,2,adhesion G protein-coupled receptor F2
Cd2ap,1863,1400,2326,2278,CD2-associated protein
Tnfrsf21,399,234,341,789,"tumor necrosis factor receptor superfamily, member 21"
Adgrf1,0,0,0,0,adhesion G protein-coupled receptor F1
Adgrf5,34,19,9,14,adhesion G protein-coupled receptor F5
Mep1a,3,1,0,1,meprin 1 alpha
Ankrd66,0,0,7,6,ankyrin repeat domain 66
Pla2g7,154,7,7,135,"phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)"
Tdrd6,0,1,2,13,tudor domain containing 6
Slc25a27,181,195,71,241,"solute carrier family 25, member 27"
Cyp39a1,142,192,62,211,"cytochrome P450, family 39, subfamily a, polypeptide 1"
Rcan2,23,78,72,390,regulator of calcineurin 2
Enpp5,153,115,51,114,ectonucleotide pyrophosphatase/phosphodiesterase 5
Enpp4,624,501,459,761,ectonucleotide pyrophosphatase/phosphodiesterase 4
Clic5,33,4,116,2,chloride intracellular channel 5
Runx2,282,1481,220,1455,runt related transcription factor 2
Supt3,208,360,133,335,"SPT3, SAGA and STAGA complex component"
4930564C03Rik,0,0,0,0,RIKEN cDNA 4930564C03 gene
Cdc5l,1761,1797,2263,2434,cell division cycle 5-like
Spats1,29,20,13,15,"spermatogenesis associated, serine-rich 1"
Aars2,407,346,481,458,"alanyl-tRNA synthetase 2, mitochondrial"
Tcte1,0,0,0,0,t-complex-associated testis expressed 1
Tmem151b,7,21,2,8,transmembrane protein 151B
Nfkbie,24,37,61,52,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon"
Slc35b2,1851,2518,2016,1636,"solute carrier family 35, member B2"
Hsp90ab1,69385,73882,96912,96669,"heat shock protein 90 alpha (cytosolic), class B member 1"
Slc29a1,4268,3322,2730,3026,"solute carrier family 29 (nucleoside transporters), member 1"
Mymx,0,0,0,0,"myomixer, myoblast fusion factor"
Capn11,24,1,3,5,calpain 11
Tmem63b,1321,930,982,1518,transmembrane protein 63b
Mrpl14,616,592,523,702,mitochondrial ribosomal protein L14
1600014C23Rik,0,0,0,0,RIKEN cDNA 1600014C23 gene
Vegfa,2047,493,1394,2099,vascular endothelial growth factor A
Mrps18a,681,460,927,791,mitochondrial ribosomal protein S18A
Rsph9,22,27,13,16,radial spoke head 9 homolog (Chlamydomonas)
Mad2l1bp,229,233,254,254,MAD2L1 binding protein
Gtpbp2,760,879,466,615,GTP binding protein 2
Polh,603,620,913,950,"polymerase (DNA directed), eta (RAD 30 related)"
Xpo5,3415,3061,4709,5058,exportin 5
Polr1c,1308,1791,1763,1682,polymerase (RNA) I polypeptide C
Yipf3,830,1482,1107,962,"Yip1 domain family, member 3"
Lrrc73,24,116,32,51,leucine rich repeat containing 73
Tjap1,1161,1958,1559,2306,tight junction associated protein 1
Dlk2,109,777,206,423,delta like non-canonical Notch ligand 2
Abcc10,286,393,257,308,"ATP-binding cassette, sub-family C member 10"
Zfp318,565,929,691,776,zinc finger protein 318
Crip3,3,0,3,0,cysteine-rich protein 3
Slc22a7,1,1,0,0,"solute carrier family 22 (organic anion transporter), member 7"
Ttbk1,8,21,80,36,tau tubulin kinase 1
Dnph1,1279,1176,1678,1741,2'-deoxynucleoside 5'-phosphate N-hydrolase 1
Cul9,47,152,88,84,cullin 9
Srf,2484,2570,3623,4955,serum response factor
Ptk7,5938,3819,3448,3579,PTK7 protein tyrosine kinase 7
Klc4,358,443,117,175,kinesin light chain 4
Mrpl2,1222,1278,1520,1494,mitochondrial ribosomal protein L2
Cul7,2235,4203,2712,3747,cullin 7
Rrp36,446,589,664,571,ribosomal RNA processing 36
Klhdc3,1938,1814,1384,1658,kelch domain containing 3
Mea1,366,600,452,448,male enhanced antigen 1
Ppp2r5d,2263,2943,2977,4051,"protein phosphatase 2, regulatory subunit B', delta"
Pex6,1164,1460,1442,972,peroxisomal biogenesis factor 6
Gnmt,12,3,8,4,glycine N-methyltransferase
Cnpy3,1167,1146,1114,1469,canopy FGF signaling regulator 3
Ptcra,1,0,1,0,pre T cell antigen receptor alpha
Rpl7l1,4069,3878,5446,4841,ribosomal protein L7-like 1
Bicral,616,655,478,552,BRD4 interacting chromatin remodeling complex associated protein like
Tbcc,289,394,433,315,tubulin-specific chaperone C
Prph2,1,0,0,0,peripherin 2
Ubr2,2181,2236,2430,2795,ubiquitin protein ligase E3 component n-recognin 2
Gm54009,12,64,0,0,"predicted gene, 54009"
Trerf1,905,460,211,554,transcriptional regulating factor 1
Mrps10,921,755,1209,1104,mitochondrial ribosomal protein S10
Guca1b,3,4,6,12,guanylate cyclase activator 1B
Guca1a,4,1,3,3,guanylate cyclase activator 1a (retina)
Cimip3,0,0,0,0,ciliary microtubule inner protein 3
AI661453,35,2,13,0,expressed sequence AI661453
Taf8,525,525,484,546,TATA-box binding protein associated factor 8
Ccnd3,1893,1264,1903,2925,cyclin D3
Bysl,1381,991,2071,1893,bystin-like
Gm20517,1,3,3,0,predicted gene 20517
Med20,547,553,564,630,mediator complex subunit 20
Usp49,49,61,38,69,ubiquitin specific peptidase 49
Tomm6,1308,1284,1657,1905,translocase of outer mitochondrial membrane 6
Frs3,16,53,31,43,fibroblast growth factor receptor substrate 3
Prickle4,0,0,0,1,prickle planar cell polarity protein 4
Pgc,0,0,0,0,progastricsin (pepsinogen C)
Tfeb,231,76,47,98,transcription factor EB
Mdfi,1463,305,129,24,MyoD family inhibitor
Foxp4,1966,1169,1798,2549,forkhead box P4
9830107B12Rik,0,0,0,0,RIKEN cDNA 9830107B12 gene
A530064D06Rik,0,0,0,0,RIKEN cDNA A530064D06 gene
Trem1,19,0,3,1,triggering receptor expressed on myeloid cells 1
Trem3,2,0,0,0,triggering receptor expressed on myeloid cells 3
Treml4,0,0,0,2,triggering receptor expressed on myeloid cells-like 4
Treml2,5,0,0,0,triggering receptor expressed on myeloid cells-like 2
Trem2,16,2,2,3,triggering receptor expressed on myeloid cells 2
Treml1,0,0,0,5,triggering receptor expressed on myeloid cells-like 1
Nfya,1208,1318,1680,1439,nuclear transcription factor-Y alpha
Oard1,430,384,484,594,O-acyl-ADP-ribose deacylase 1
Apobec2,5,2,2,0,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 2"
Tspo2,11,0,0,0,translocator protein 2
Unc5cl,180,0,0,0,unc-5 family C-terminal like
Lrfn2,0,0,0,0,leucine rich repeat and fibronectin type III domain containing 2
Mocs1,408,283,221,393,molybdenum cofactor synthesis 1
Daam2,1595,607,89,204,dishevelled associated activator of morphogenesis 2
Kif6,23,18,8,32,kinesin family member 6
Rftn1,1017,285,730,1735,raftlin lipid raft linker 1
Dazl,0,0,0,0,deleted in azoospermia-like
Plcl2,283,205,56,301,phospholipase C-like 2
Tbc1d5,464,744,828,858,"TBC1 domain family, member 5"
Satb1,103,204,43,141,special AT-rich sequence binding protein 1
Gm54011,4,16,0,0,"predicted gene, 54011"
Kcnh8,1,0,0,0,"potassium voltage-gated channel, subfamily H (eag-related), member 8"
Gm29770,31,11,25,28,"predicted gene, 29770"
Efhb,18,9,5,20,"EF hand domain family, member B"
Rab5a,935,976,1108,1363,"RAB5A, member RAS oncogene family"
Pp2d1,1,0,1,3,protein phosphatase 2C-like domain containing 1
Kat2b,481,323,536,543,K(lysine) acetyltransferase 2B
Sgo1,970,933,1060,1545,shugoshin 1
Sult1c2,0,0,0,0,"sulfotransferase family, cytosolic, 1C, member 2"
Sult1c1,0,0,0,0,"sulfotransferase family, cytosolic, 1C, member 1"
Slc5a7,0,3,0,116,"solute carrier family 5 (choline transporter), member 7"
St6gal2,0,0,0,1,"beta galactoside alpha 2,6 sialyltransferase 2"
Vmn2r118,0,0,0,1,"vomeronasal 2, receptor 118"
Pot1b,236,156,157,184,protection of telomeres 1B
Adgre4,0,0,0,0,adhesion G protein-coupled receptor E4
Zfp119a,57,67,74,93,zinc finger protein 119a
Zfp959,79,95,115,140,zinc finger protein 959
Zfp119b,15,28,51,48,zinc finger protein 119b
Ebi3,9,0,0,0,Epstein-Barr virus induced gene 3
Yju2,205,242,315,330,YJU2 splicing factor
Shd,4,7,6,0,src homology 2 domain-containing transforming protein D
Fsd1,64,237,64,76,fibronectin type 3 and SPRY domain-containing protein
Stap2,21,20,8,15,signal transducing adaptor family member 2
Mpnd,778,1575,720,952,MPN domain containing
Sh3gl1,1575,1641,1524,2048,SH3-domain GRB2-like 1
Chaf1a,1721,1758,2252,2786,"chromatin assembly factor 1, subunit A"
Ubxn6,1028,1112,995,1091,UBX domain protein 6
Hdgfl2,1577,1705,1990,2050,HDGF like 2
Plin4,335,7,0,18,perilipin 4
Plin5,6,1,3,0,perilipin 5
Lrg1,3,0,0,0,leucine-rich alpha-2-glycoprotein 1
Sema6b,107,63,102,182,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B"
Tnfaip8l1,70,71,21,30,"tumor necrosis factor, alpha-induced protein 8-like 1"
Mydgf,637,589,723,617,myeloid derived growth factor
Dpp9,1560,1968,2745,3054,dipeptidylpeptidase 9
Fem1a,1880,1543,2040,1570,fem 1 homolog a
Ticam1,199,320,163,199,TIR domain containing adaptor molecule 1
Plin3,734,1044,616,728,perilipin 3
Arrdc5,4,0,0,0,arrestin domain containing 5
Uhrf1,3599,3854,4108,5528,"ubiquitin-like, containing PHD and RING finger domains, 1"
Kdm4b,911,913,662,614,lysine (K)-specific demethylase 4B
Ptprs,4248,7749,4863,4892,protein tyrosine phosphatase receptor type S
Znrf4,0,0,0,0,zinc and ring finger 4
Tincr,18,3,30,49,TINCR ubiquitin domain containing
Safb2,1501,1499,1584,1880,scaffold attachment factor B2
Safb,2939,2731,3129,3649,scaffold attachment factor B
Micos13,689,712,689,536,mitochondrial contact site and cristae organizing system subunit 13
Rpl36,5337,5347,6260,6820,ribosomal protein L36
Lonp1,3817,3556,4346,4452,"lon peptidase 1, mitochondrial"
Catsperd,6,12,9,1,cation channel sperm associated auxiliary subunit delta
Ranbp3,2679,2487,3690,3759,RAN binding protein 3
Vmac,245,112,61,67,vimentin-type intermediate filament associated coiled-coil protein
Ndufa11,1375,845,851,883,NADH:ubiquinone oxidoreductase subunit A11
Nrtn,1656,115,42,20,neurturin
Dus3l,976,1128,1313,1488,dihydrouridine synthase 3 like
Prr22,12,17,13,34,proline rich 22
Rfx2,160,95,37,72,"regulatory factor X, 2 (influences HLA class II expression)"
Acsbg2,2,1,0,0,acyl-CoA synthetase bubblegum family member 2
Acsbg3,16,11,14,9,acyl-CoA synthetase bubblegum family member 3
Mllt1,2719,2500,3401,3785,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1"
Acer1,1,0,1,1,alkaline ceramidase 1
Clpp,1181,1156,1326,1684,caseinolytic mitochondrial matrix peptidase proteolytic subunit
Alkbh7,66,125,161,146,alkB homolog 7
Pspn,2,5,4,0,persephin
Gtf2f1,1236,1554,2258,1991,"general transcription factor IIF, polypeptide 1"
Khsrp,3327,3273,3955,4854,KH-type splicing regulatory protein
Slc25a41,1,1,1,0,"solute carrier family 25, member 41"
Slc25a23,470,263,345,264,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23"
Crb3,7,0,0,0,crumbs family member 3
Dennd1c,1,0,0,0,DENN domain containing 1C
Tubb4a,13,4,12,7,"tubulin, beta 4A class IVA"
Tnfsf9,70,14,65,91,"tumor necrosis factor (ligand) superfamily, member 9"
Cd70,0,0,0,0,CD70 antigen
Tnfsf14,0,0,0,0,"tumor necrosis factor (ligand) superfamily, member 14"
C3,91,9,29,26,complement component 3
Trip10,987,748,1122,1663,thyroid hormone receptor interactor 10
Gpr108,539,739,750,638,G protein-coupled receptor 108
Vav1,8,0,0,0,vav 1 oncogene
Adgre1,3,0,0,0,adhesion G protein-coupled receptor E1
Vmn2r120,0,0,0,0,"vomeronasal 2, receptor 120"
Gm54014,5,13,2,0,"predicted gene, 54014"
Cntnap5c,3,0,0,0,contactin associated protein-like 5C
Pdzph1,0,0,0,0,PDZ and pleckstrin homology domains 1
Nudt12,220,98,50,88,nudix hydrolase 12
Gm53985,0,4,1,0,"predicted gene, 53985"
Gm53986,0,13,0,0,"predicted gene, 53986"
Efna5,197,3938,404,542,ephrin A5
Fbxl17,563,1033,753,1118,F-box and leucine-rich repeat protein 17
Gm53980,1,15,1,0,"predicted gene, 53980"
Gm41607,5,0,2,5,"predicted gene, 41607"
Gm53982,4,5,3,0,"predicted gene, 53982"
Fer,408,595,486,865,FER tyrosine kinase
Pja2,1584,2189,1642,2224,praja ring finger ubiquitin ligase 2
Man2a1,2586,1611,2714,6044,"mannosidase 2, alpha 1"
4930583I09Rik,1,0,0,0,RIKEN cDNA 4930583I09 gene
Gm4701,0,0,0,0,predicted gene 4701
Gm53983,91,68,1,11,"predicted gene, 53983"
Tmem232,1,0,0,2,transmembrane protein 232
Gm53984,77,50,10,6,"predicted gene, 53984"
Vapa,2784,2546,4444,4066,"vesicle-associated membrane protein, associated protein A"
Txndc2,2,0,6,0,thioredoxin domain containing 2 (spermatozoa)
Rab31,1219,608,2758,2211,"RAB31, member RAS oncogene family"
Ppp4r1,1545,1582,2687,3201,"protein phosphatase 4, regulatory subunit 1"
Ralbp1,1650,1769,1987,2281,ralA binding protein 1
Twsg1,1796,2771,1473,2090,twisted gastrulation BMP signaling modulator 1
Ankrd12,252,341,338,523,ankyrin repeat domain 12
Ndufv2,1606,1716,1586,1605,NADH:ubiquinone oxidoreductase core subunit V2
Washc1,423,646,538,766,WASH complex subunit 1
Ddx11,844,774,1181,889,DEAD/H box helicase 11
Mtcl1,122,101,319,607,microtubule crosslinking factor 1
Rab12,860,1039,1441,1565,"RAB12, member RAS oncogene family"
Themis3,3,0,0,4,thymocyte selection associated family member 3
Ptprm,360,375,94,684,protein tyrosine phosphatase receptor type M
Lrrc30,0,0,2,0,leucine rich repeat containing 30
Lama1,48,10,31,22,"laminin, alpha 1"
Arhgap28,358,731,1574,1053,Rho GTPase activating protein 28
L3mbtl4,1,0,0,0,L3MBTL4 histone methyl-lysine binding protein
Tmem200c,0,4,0,0,transmembrane protein 200C
Epb41l3,21,2863,655,3023,erythrocyte membrane protein band 4.1 like 3
Gm53973,47,38,1,5,"predicted gene, 53973"
Zbtb14,412,587,491,834,zinc finger and BTB domain containing 14
Akain1,0,0,0,0,A kinase anchor inhibitor 1
Dlgap1,22,1,3,13,DLG associated protein 1
Tgif1,506,598,685,1016,TGFB-induced factor homeobox 1
Myl12b,782,918,953,914,"myosin, light chain 12B, regulatory"
Myl12a,5650,5482,9134,12364,"myosin, light chain 12A, regulatory, non-sarcomeric"
Myom1,73,24,27,30,myomesin 1
Lpin2,320,460,535,651,lipin 2
Emilin2,1497,1849,3525,448,elastin microfibril interfacer 2
Smchd1,2939,3050,3767,4060,SMC hinge domain containing 1
Ndc80,928,948,1127,1273,NDC80 kinetochore complex component
Spdya,7,22,5,10,"speedy/RINGO cell cycle regulator family, member A"
Wdr43,4053,3477,5945,5914,WD repeat domain 43
Togaram2,24,10,0,2,TOG array regulator of axonemal microtubules 2
Pcare,0,0,0,0,photoreceptor cilium actin regulator
Clip4,133,211,11,35,"CAP-GLY domain containing linker protein family, member 4"
Alk,29,16,3,4,anaplastic lymphoma kinase
Gm53975,0,1,0,1,"predicted gene, 53975"
Gm53976,0,21,0,2,"predicted gene, 53976"
Ypel5,225,244,214,308,yippee like 5
Lbh,215,420,798,1550,limb-bud and heart
Lclat1,369,670,720,1064,lysocardiolipin acyltransferase 1
Capn13,0,0,0,0,calpain 13
Galnt14,0,10,0,0,polypeptide N-acetylgalactosaminyltransferase 14
Ehd3,17,140,30,38,EH-domain containing 3
Gm53977,0,8,0,0,"predicted gene, 53977"
Xdh,43,70,423,579,xanthine dehydrogenase
Srd5a2,1,2,0,1,steroid 5 alpha-reductase 2
Memo1,1702,1366,2481,2766,mediator of cell motility 1
Dpy30,558,586,855,1064,"dpy-30, histone methyltransferase complex regulatory subunit"
Gm31328,0,0,0,0,"predicted gene, 31328"
Spast,1159,1265,1208,1351,spastin
Slc30a6,557,459,483,509,"solute carrier family 30 (zinc transporter), member 6"
Nlrc4,7,3,1,3,"NLR family, CARD domain containing 4"
Yipf4,936,858,775,859,"Yip1 domain family, member 4"
Birc6,3844,3118,3967,4680,baculoviral IAP repeat-containing 6
Ttc27,1161,754,1540,1108,tetratricopeptide repeat domain 27
Ltbp1,664,1647,3447,7674,latent transforming growth factor beta binding protein 1
Rasgrp3,11,2,3,8,"RAS, guanyl releasing protein 3"
Fam98a,1756,1799,1933,2116,"family with sequence similarity 98, member A"
Crim1,886,1275,3589,6238,cysteine rich transmembrane BMP regulator 1
Fez2,401,519,1280,3043,fasciculation and elongation protein zeta 2
Gm53961,3,4,0,0,"predicted gene, 53961"
Vit,101,3,2,5,vitrin
Strn,1499,1211,1171,1420,"striatin, calmodulin binding protein"
Heatr5b,1006,1346,1108,1114,HEAT repeat containing 5B
Gpatch11,393,464,439,468,G patch domain containing 11
Eif2ak2,535,635,642,656,eukaryotic translation initiation factor 2-alpha kinase 2
Gm26637,13,11,5,4,"predicted gene, 26637"
Sult6b1,3,1,1,3,"sulfotransferase family, cytosolic, 6B, member 1"
Cebpzos,64,66,45,73,"CCAAT/enhancer binding protein zeta, opposite strand"
Cebpz,2216,1764,3246,3036,CCAAT/enhancer binding protein zeta
Ndufaf7,419,511,445,393,NADH:ubiquinone oxidoreductase complex assembly factor 7
Prkd3,2023,2569,2726,2064,protein kinase D3
Qpct,26,77,52,61,glutaminyl-peptide cyclotransferase (glutaminyl cyclase)
Cdc42ep3,275,536,284,705,CDC42 effector protein 3
Rmdn2,53,95,63,154,regulator of microtubule dynamics 2
Cyp1b1,939,3472,182,610,"cytochrome P450, family 1, subfamily b, polypeptide 1"
Atl2,1437,1366,1845,1639,atlastin GTPase 2
Hnrnpll,2528,2572,2760,3998,heterogeneous nuclear ribonucleoprotein L-like
4933407O12Rik,4,4,5,2,RIKEN cDNA 4933407O12 gene
Galm,117,204,176,416,galactose mutarotase
Srsf7,4186,4190,4856,5123,serine and arginine-rich splicing factor 7
Gemin6,480,464,587,736,gem nuclear organelle associated protein 6
Ttc39d,0,1,2,0,tetratricopeptide repeat domain 39D
Dhx57,553,744,447,519,DExH-box helicase 57
Morn2,52,71,48,32,MORN repeat containing 2
Arhgef33,7,26,19,12,Rho guanine nucleotide exchange factor 33
Sos1,1293,979,1203,1810,SOS Ras/Rac guanine nucleotide exchange factor 1
Cdkl4,3,6,0,0,cyclin dependent kinase like 4
Map4k3,830,1408,604,839,mitogen-activated protein kinase kinase kinase kinase 3
Tmem178,0,63,0,1,transmembrane protein 178
Thumpd2,124,176,128,174,THUMP domain containing 2
Slc8a1,7,379,113,255,"solute carrier family 8 (sodium/calcium exchanger), member 1"
Pkdcc,1839,838,241,619,"protein kinase domain containing, cytoplasmic"
Eml4,2303,1877,2353,1892,echinoderm microtubule associated protein like 4
Cox7a2l,1473,1705,1220,1479,cytochrome c oxidase subunit 7A2 like
Kcng3,11,3,0,1,"potassium voltage-gated channel, subfamily G, member 3"
Mta3,288,440,160,514,metastasis associated 3
Haao,67,2,0,0,"3-hydroxyanthranilate 3,4-dioxygenase"
Zfp36l2,2413,3171,4661,6267,"zinc finger protein 36, C3H type-like 2"
