X,BC07_tumor,BC08_tumor,BC09_tumor,BC10_tumor,GENENAME
Tmprss12,0,0,0,0,"transmembrane (C-terminal) protease, serine 12"
Gm33666,2,8,1,2,"predicted gene, 33666"
Tmt1a,148,258,950,92,thiol methyltransferase 1A1
Tmt1a3,10,0,320,0,thiol methyltransferase 1A3
Methig1,0,0,0,0,methyltransferase hypoxia inducible domain containing 1
Tmt1a2,3,0,81,0,thiol methyltransferase 1A2
Higd1c,0,0,0,0,"HIG1 domain family, member 1C"
Slc11a2,1475,1140,1702,1432,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2"
Letmd1,336,454,803,481,LETM1 domain containing 1
Csrnp2,129,207,335,269,cysteine-serine-rich nuclear protein 2
Tfcp2,323,302,746,330,transcription factor CP2
Pou6f1,61,203,297,241,"POU domain, class 6, transcription factor 1"
Dazap2,2666,2680,3979,2696,DAZ associated protein 2
Smagp,10,22,25,14,small cell adhesion glycoprotein
Bin2,4,11,0,4,bridging integrator 2
Cela1,29,56,260,149,"chymotrypsin-like elastase family, member 1"
Galnt6,10,17,118,27,polypeptide N-acetylgalactosaminyltransferase 6
Slc4a8,19,95,933,136,"solute carrier family 4 (anion exchanger), member 8"
Scn8a,0,6,82,9,"sodium channel, voltage-gated, type VIII, alpha"
Tmdd1,0,2,8,2,transmembrane and death domain 1
Fignl2,38,81,33,75,fidgetin-like 2
Ankrd33,0,0,0,0,ankyrin repeat domain 33
Acvrl1,88,1305,462,416,"activin A receptor, type II-like 1"
Acvr1b,155,519,311,387,"activin A receptor, type 1B"
Tamalin,327,208,397,379,trafficking regulator and scaffold protein tamalin
Nr4a1,154,1183,1776,341,"nuclear receptor subfamily 4, group A, member 1"
Atg101,493,343,607,387,autophagy related 101
Smim41,1,2,5,2,small integral membrane protein 41
Krt80,183,177,89,403,keratin 80
Krt7,206,267,188,183,keratin 7
Krt87,0,0,5,8,keratin 87
Krt88,0,6,2,10,keratin 88
Krt81,0,0,0,0,keratin 81
Krt86,0,0,0,0,keratin 86
Krt83,0,0,1,0,keratin 83
Krt85,0,0,0,0,keratin 85
Krt84,0,0,2,0,keratin 84
Krt82,0,0,0,0,keratin 82
Krt90,0,0,0,0,keratin 90
Krt75,1,0,0,0,keratin 75
Gm5414,0,0,0,0,predicted gene 5414
Krt6b,0,1,1,0,keratin 6B
Krt6a,4,57,17,0,keratin 6A
Krt5,6,16,13,0,keratin 5
Krt71,0,0,0,0,keratin 71
Krt72,0,0,0,0,keratin 72
Krt73,0,0,0,0,keratin 73
Krt2,0,0,0,0,keratin 2
Krt1,79,0,0,0,keratin 1
Krt77,5,0,0,0,keratin 77
Krt76,1,0,0,0,keratin 76
Krt4,2,0,3,1,keratin 4
Krt79,947,1,5,0,keratin 79
Krt78,1,0,2,0,keratin 78
Krt8,76,487,420,43,keratin 8
Krt18,1771,186,182,47,keratin 18
Eif4b,10290,7928,20552,10453,eukaryotic translation initiation factor 4B
Tns2,821,1403,1150,1017,tensin 2
Spryd3,637,1030,671,661,SPRY domain containing 3
Igfbp6,2265,953,402,700,insulin-like growth factor binding protein 6
Soat2,23,23,75,33,sterol O-acyltransferase 2
Csad,326,346,753,320,cysteine sulfinic acid decarboxylase
Zfp740,1941,1185,3845,1816,zinc finger protein 740
Itgb7,67,11,45,297,integrin beta 7
Rarg,2652,1291,2034,1790,"retinoic acid receptor, gamma"
Mfsd5,1063,1454,1669,1318,major facilitator superfamily domain containing 5
Espl1,2082,1247,1856,1628,"extra spindle pole bodies 1, separase"
Pfdn5,839,950,1306,794,prefoldin 5
Myg1,911,593,1375,754,melanocyte proliferating gene 1
Aaas,1139,1008,1331,950,"achalasia, adrenocortical insufficiency, alacrimia"
Sp7,4830,3,58,4,Sp7 transcription factor 7
Sp1,2227,1607,2862,1747,trans-acting transcription factor 1
Amhr2,59,1,5,2,anti-Mullerian hormone type 2 receptor
Prr13,698,1037,992,826,proline rich 13
Pcbp2,7199,6304,11124,7337,poly(rC) binding protein 2
Map3k12,335,450,418,511,mitogen-activated protein kinase kinase kinase 12
Tarbp2,658,672,462,693,"TARBP2, RISC loading complex RNA binding subunit"
Npff,23,7,5,12,neuropeptide FF-amide peptide precursor
Atf7,1331,1055,1777,1055,activating transcription factor 7
Atp5mc2,3038,2121,4452,2457,ATP synthase membrane subunit c locus 2
Calcoco1,894,577,1282,574,calcium binding and coiled coil domain 1
Hoxc13,0,45,2,6,homeobox C13
Hoxc12,0,6,0,0,homeobox C12
Hoxc11,10,41,8,178,homeobox C11
Hoxc10,13,90,29,304,homeobox C10
Hoxc9,12,28,22,40,homeobox C9
Hoxc8,2,20,1,2,homeobox C8
Hoxc6,24,23,17,17,homeobox C6
Hoxc5,1,8,0,1,homeobox C5
Hoxc4,14,23,30,17,homeobox C4
Smug1,439,242,446,274,single-strand selective monofunctional uracil DNA glycosylase
Cbx5,3938,4179,4912,3942,chromobox 5
Hnrnpa1,13114,12547,20171,13623,heterogeneous nuclear ribonucleoprotein A1
Nfe2,17,0,2,7,"nuclear factor, erythroid derived 2"
Copz1,1936,1637,2475,2000,"coatomer protein complex, subunit zeta 1"
Gpr84,1,9,5,3,G protein-coupled receptor 84
Zfp385a,499,548,497,525,zinc finger protein 385A
Itga5,1547,30515,5017,7445,integrin alpha 5 (fibronectin receptor alpha)
Gtsf1,1,5,1,2,gametocyte specific factor 1
Gtsf2,0,0,0,0,gametocyte specific factor 2
Nckap1l,123,87,19,87,NCK associated protein 1 like
Pde1b,186,128,95,93,"phosphodiesterase 1B, Ca2+-calmodulin dependent"
Ppp1r1a,2,4,4,0,"protein phosphatase 1, regulatory inhibitor subunit 1A"
Glycam1,0,0,0,0,glycosylation dependent cell adhesion molecule 1
Gm53234,148,272,89,267,"predicted gene, 53234"
Gm53236,0,0,0,0,"predicted gene, 53236"
Mucl1,0,0,0,0,mucin-like 1
Mucl2,0,0,0,0,mucin-like 2
Or1f19,0,0,0,0,olfactory receptor family 1 subfamily F member 19
Mefv,3,0,0,0,Mediterranean fever
Zfp263,514,258,309,280,zinc finger protein 263
Or2c1,0,0,0,0,olfactory receptor family 2 subfamily C member 1
Zfp174,56,54,94,46,zinc finger protein 174
Zfp597,196,181,189,166,zinc finger protein 597
Naa60,829,784,1017,596,"N(alpha)-acetyltransferase 60, NatF catalytic subunit"
1700037C18Rik,24,26,19,18,RIKEN cDNA 1700037C18 gene
Cluap1,336,218,276,183,clusterin associated protein 1
Nlrc3,19,40,21,82,"NLR family, CARD domain containing 3"
Slx4,694,782,624,647,SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae)
Dnase1,129,33,168,52,deoxyribonuclease I
Trap1,2624,1763,4663,2597,TNF receptor-associated protein 1
Crebbp,946,1007,1018,836,CREB binding protein
Adcy9,242,316,515,107,adenylate cyclase 9
Srl,662,164,505,339,sarcalumenin
Tfap4,1044,205,844,491,transcription factor AP4
Glis2,1051,923,728,1044,GLIS family zinc finger 2
Pam16,517,356,479,331,presequence translocase-asssociated motor 16
Coro7,361,182,505,338,coronin 7
Vasn,2136,2350,793,1117,vasorin
Dnaja3,1548,997,2277,1188,DnaJ heat shock protein family (Hsp40) member A3
Nmral1,456,257,616,399,NmrA-like family domain containing 1
Hmox2,434,492,612,544,heme oxygenase 2
Cdip1,602,422,633,430,cell death inducing Trp53 target 1
4930562C15Rik,9,5,7,5,RIKEN cDNA 4930562C15 gene
Ubald1,915,1125,1000,913,UBA-like domain containing 1
Mgrn1,847,1789,1489,1416,"mahogunin, ring finger 1"
Nudt16l1,313,207,324,242,nudix hydrolase 16 like 1
Anks3,839,489,651,453,ankyrin repeat and sterile alpha motif domain containing 3
Dnaaf8,14,13,16,10,dynein axonemal assembly factor 8
Septin12,0,0,0,0,septin 12
Smim22,0,0,0,0,small integral membrane protein 22
Rogdi,253,169,263,162,rogdi homolog
Glyr1,2435,2017,2895,2294,glyoxylate reductase 1 homolog (Arabidopsis)
Ubn1,1696,1242,1749,1312,ubinuclein 1
Ppl,36,21,7,6,periplakin
Sec14l5,7,2,2,0,SEC14-like lipid binding 5
Nagpa,561,561,522,514,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
AU021092,30,15,1,4,expressed sequence AU021092
Alg1,599,532,683,464,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase
Eef2kmt,538,301,542,319,eukaryotic elongation factor 2 lysine methyltransferase
Rbfox1,0,34,7,15,"RNA binding protein, fox-1 homolog (C. elegans) 1"
Tmem114,0,0,0,0,transmembrane protein 114
Mettl22,203,134,292,140,"methyltransferase 22, Kin17 lysine"
Abat,430,273,282,51,4-aminobutyrate aminotransferase
Tmem186,485,364,532,300,transmembrane protein 186
Pmm2,631,936,571,681,phosphomannomutase 2
Carhsp1,911,1749,1929,2221,calcium regulated heat stable protein 1
Litafd,0,2,2,0,LITAF domain containing
Usp7,2948,2753,3803,2991,ubiquitin specific peptidase 7
Hapstr1,543,1086,761,767,HUWE1 associated protein modifying stress responses
Grin2a,0,4,0,0,"glutamate receptor, ionotropic, NMDA2A (epsilon 1)"
Rpl39l,1439,5,1,0,ribosomal protein L39-like
Atf7ip2,40,9,11,2,activating transcription factor 7 interacting protein 2
Emp2,3833,1977,1322,1263,epithelial membrane protein 2
Tekt5,1,0,0,0,tektin 5
Nubp1,659,439,608,461,nucleotide binding protein 1
Tvp23a,94,279,172,225,trans-golgi network vesicle protein 23A
Ciita,172,0,8,2,class II transactivator
Dexi,154,132,127,114,dexamethasone-induced transcript
Clec16a,603,651,802,525,"C-type lectin domain family 16, member A"
Socs1,167,71,86,78,suppressor of cytokine signaling 1
Tnp2,1,0,1,0,transition protein 2
Prm3,0,0,0,0,protamine 3
Prm2,0,0,0,0,protamine 2
Prm1,1,3,4,1,protamine 1
Rmi2,275,72,87,102,RecQ mediated genome instability 2
Litaf,3422,3395,3954,2864,LPS-induced TN factor
Snn,474,834,548,661,stannin
Txndc11,810,946,621,773,thioredoxin domain containing 11
Zc3h7a,1321,1248,1215,1038,zinc finger CCCH type containing 7 A
Rsl1d1,7459,3110,6453,3977,ribosomal L1 domain containing 1
Gspt1,7318,5379,6294,4879,G1 to S phase transition 1
Gm57631,24,7,17,4,"predicted gene, 57631"
Tnfrsf17,0,0,0,0,"tumor necrosis factor receptor superfamily, member 17"
Snx29,183,91,220,105,sorting nexin 29
Cpped1,705,587,522,508,calcineurin-like phosphoesterase domain containing 1
Shisa9,0,0,0,0,shisa family member 9
Gm57486,0,0,0,0,"predicted gene, 57486"
Ercc4,468,434,394,302,"excision repair cross-complementing rodent repair deficiency, complementation group 4"
Mrtfb,760,728,686,725,myocardin related transcription factor B
Parn,1388,652,1499,766,poly(A)-specific ribonuclease (deadenylation nuclease)
Bfar,1168,823,892,675,bifunctional apoptosis regulator
Pla2g10,0,0,1,0,"phospholipase A2, group X"
A930007A09Rik,42,76,29,41,RIKEN cDNA A930007A09 gene
Rrn3,2784,1974,2577,2012,RRN3 RNA polymerase I transcription factor homolog (yeast)
Ntan1,730,611,831,634,N-terminal Asn amidase
Pdxdc1,2738,2498,2386,2396,pyridoxal-dependent decarboxylase domain containing 1
Mpv17l,47,58,89,42,"Mpv17 transgene, kidney disease mutant-like"
Ifitm7,0,0,0,0,interferon induced transmembrane protein 7
Bmerb1,2,4,8,0,bMERB domain containing 1
LOC118568255,0,0,0,0,high mobility group nucleosome-binding domain-containing protein 5-like
Marf1,1738,1092,1384,1060,meiosis regulator and mRNA stability 1
Nde1,2285,1841,1547,1724,nudE neurodevelopment protein 1
Myh11,275,4448,496,1005,"myosin, heavy polypeptide 11, smooth muscle"
Cep20,908,603,866,678,centrosomal protein 20
Abcc1,2018,3832,3372,3291,"ATP-binding cassette, sub-family C member 1"
Gm57629,0,0,0,0,"predicted gene, 57629"
Snai2,136,460,506,534,snail family zinc finger 2
Clxn,2,0,4,1,calaxin
Ube2v2,1654,979,1552,1028,ubiquitin-conjugating enzyme E2 variant 2
Mcm4,4820,2515,2781,2927,minichromosome maintenance complex component 4
Prkdc,973,334,582,335,"protein kinase, DNA activated, catalytic polypeptide"
Gm52255,0,0,0,0,"predicted gene, 52255"
Mzt2,436,265,462,269,mitotic spindle organizing protein 2
Cebpd,466,1377,506,1140,CCAAT/enhancer binding protein delta
Spidr,615,415,732,519,scaffolding protein involved in DNA repair
Pkp2,138,549,454,647,plakophilin 2
Yars2,1252,479,646,619,tyrosyl-tRNA synthetase 2 (mitochondrial)
Dnm1l,3933,2252,3037,2034,dynamin 1-like
Fgd4,65,103,145,73,"FYVE, RhoGEF and PH domain containing 4"
Or7a40,0,0,0,0,olfactory receptor family 7 subfamily A member 40
Spag6l,0,0,3,0,sperm associated antigen 6-like
Rpl31-ps12,44,33,41,65,"ribosomal protein L31, pseudogene 1 2"
Igll1,0,0,0,0,immunoglobulin lambda-like polypeptide 1
Vpreb1a,6,4,0,3,V-set pre-B cell surrogate light chain 1A
Top3b,1385,782,1220,823,topoisomerase (DNA) III beta
Ppm1f,2093,1464,2101,1680,protein phosphatase 1F (PP2C domain containing)
Mapk1,5055,4688,5286,4354,mitogen-activated protein kinase 1
Ypel1,77,24,128,41,yippee like 1
Ppil2,1536,898,1195,866,peptidylprolyl isomerase (cyclophilin)-like 2
2610318N02Rik,166,39,42,31,RIKEN cDNA 2610318N02 gene
Sdf2l1,1767,752,782,608,stromal cell-derived factor 2-like 1
Ccdc116,289,80,147,149,coiled-coil domain containing 116
Ydjc,1401,305,832,486,YdjC homolog (bacterial)
Ube2l3,5644,3293,4350,3589,ubiquitin-conjugating enzyme E2L 3
Rimbp3,6,2,19,3,RIMS binding protein 3
Hic2,110,51,88,70,hypermethylated in cancer 2
Tmem191,11,13,15,18,transmembrane protein 191
Pi4ka,2146,2164,1990,1716,phosphatidylinositol 4-kinase alpha
Serpind1,1,4,0,29,"serine (or cysteine) peptidase inhibitor, clade D, member 1"
Snap29,511,597,505,472,synaptosomal-associated protein 29
Crkl,2097,1609,1616,1475,v-crk avian sarcoma virus CT10 oncogene homolog-like
Aifm3,8,0,6,4,"apoptosis-inducing factor, mitochondrion-associated 3"
Lztr1,2090,1666,2751,1600,"leucine-zipper-like transcriptional regulator, 1"
Thap7,586,413,421,349,THAP domain containing 7
Lrrc74b,1,1,1,1,leucine rich repeat containing 74B
P2rx6,20,34,7,40,"purinergic receptor P2X, ligand-gated ion channel, 6"
Slc7a4,37,26,25,22,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 4"
Smpd4,1703,913,1085,827,sphingomyelin phosphodiesterase 4
Ccdc74a,37,31,25,37,coiled-coil domain containing 74A
Med15,2057,2218,1680,1522,mediator complex subunit 15
Klhl22,1732,1294,1979,1332,kelch-like 22
Scarf2,3858,2869,3087,2617,"scavenger receptor class F, member 2"
Car15,15,11,12,12,carbonic anhydrase 15
Dgcr2,3660,2223,2760,2252,DiGeorge syndrome critical region gene 2
Tssk1,4,0,0,2,testis-specific serine kinase 1
Tssk2,3,2,1,1,testis-specific serine kinase 2
Ess2,678,459,592,460,ess-2 splicing factor
Gsc2,0,0,4,0,goosecoid homebox 2
Slc25a1,1451,1401,1771,1916,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1"
Vpreb1b,0,0,0,0,V-set pre-B cell surrogate light chain 1B
Dgcr6,711,431,683,488,DiGeorge syndrome critical region gene 6
Prodh,324,99,438,146,proline dehydrogenase
Gm52241,12,3,0,0,"predicted gene, 52241"
Rtn4r,424,172,15,10,reticulon 4 receptor
Ccdc188,33,1,0,0,coiled-coil domain containing 188
Zdhhc8,3588,1961,1647,1721,"zinc finger, DHHC domain containing 8"
Ranbp1,6262,3725,4838,4232,RAN binding protein 1
Trmt2a,2131,894,1682,1099,TRM2 tRNA methyltransferase 2A
Dgcr8,1242,1097,1009,877,"DGCR8, microprocessor complex subunit"
Tango2,347,267,254,202,transport and golgi organization 2
Arvcf,617,208,275,132,armadillo repeat gene deleted in velocardiofacial syndrome
Comt,2792,1761,1895,1421,catechol-O-methyltransferase
Txnrd2,504,200,247,223,thioredoxin reductase 2
Gnb1l,358,157,276,130,"guanine nucleotide binding protein (G protein), beta polypeptide 1-like"
Tbx1,1038,105,45,8,T-box 1
Gp1bb,13,58,14,30,"glycoprotein Ib, beta polypeptide"
Septin5,554,1093,410,1064,septin 5
Cldn5,1,91,27,0,claudin 5
Cdc45,1418,715,1207,769,cell division cycle 45
Ufd1,1673,1083,1101,1044,ubiquitin recognition factor in ER-associated degradation 1
2510002D24Rik,266,110,272,91,RIKEN cDNA 2510002D24 gene
Mrpl40,704,450,581,419,mitochondrial ribosomal protein L40
Hira,2411,1183,2584,1752,histone cell cycle regulator
Or2m12,0,0,0,0,olfactory receptor family 2 subfamily M member 12
Or2m13,0,0,0,0,olfactory receptor family 2 subfamily M member 13
Or2l13,0,0,0,0,olfactory receptor family 2 subfamily L member 13
Or2l5,0,0,0,0,olfactory receptor family 2 subfamily L member 5
Or2l13b,0,0,0,0,olfactory receptor family 2 subfamily L member 13B
Or2aj4,0,0,0,0,olfactory receptor family 2 subfamily AJ member 4
Or2aj5,0,0,0,0,olfactory receptor family 2 subfamily AJ member 5
Or2aj6,0,0,0,0,olfactory receptor family 2 subfamily AJ member 6
Lamp3,1,0,2,0,lysosomal-associated membrane protein 3
B3gnt5,11,203,27,17,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
Klhl6,1,65,0,10,kelch-like 6
Klhl24,2310,444,1730,609,kelch-like 24
Yeats2,5956,3927,5489,4052,YEATS domain containing 2
Map6d1,9,5,26,13,MAP6 domain containing 1
Parl,1589,851,1251,847,"presenilin associated, rhomboid-like"
Cyp2ab1,0,0,0,0,"cytochrome P450, family 2, subfamily ab, polypeptide 1"
Abcc5,1400,1238,1089,838,"ATP-binding cassette, sub-family C member 5"
Eif2b5,2092,1565,2091,1467,"eukaryotic translation initiation factor 2B, subunit 5 epsilon"
Dvl3,1916,1610,1254,1163,dishevelled segment polarity protein 3
Ap2m1,6469,7847,6686,7276,"adaptor-related protein complex 2, mu 1 subunit"
Abcf3,1392,941,890,783,"ATP-binding cassette, sub-family F member 3"
Vwa5b2,22,28,9,3,von Willebrand factor A domain containing 5B2
Alg3,761,466,885,338,"ALG3 alpha-1,3- mannosyltransferase"
Eef1ece2,0,0,0,0,Eef1akmt4-endothelin converting enzyme 2 readthrough
Eef1akmt4,265,115,224,131,EEF1A lysine methyltransferase 4
Camk2n2,64,126,65,129,calcium/calmodulin-dependent protein kinase II inhibitor 2
Ece2,1,8,0,2,endothelin converting enzyme 2
Psmd2,13278,8770,7544,10427,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2"
Eif4g1,23075,20970,16276,20114,"eukaryotic translation initiation factor 4, gamma 1"
Fam131a,66,66,85,38,"family with sequence similarity 131, member A"
Clcn2,1195,197,253,142,"chloride channel, voltage-sensitive 2"
Polr2h,993,318,466,345,polymerase (RNA) II (DNA directed) polypeptide H
Thpo,4,3,5,0,thrombopoietin
Chrd,41,141,79,56,chordin
Gm6551,0,0,0,1,predicted gene 6551
Gm6557,0,0,0,0,predicted gene 6557
Teddm3,0,0,0,0,transmembrane epididymal family member 3
Ephb3,920,854,595,760,Eph receptor B3
Vps8,745,645,787,585,VPS8 CORVET complex subunit
2510009E07Rik,185,544,177,254,RIKEN cDNA 2510009E07 gene
Ehhadh,58,53,82,29,"enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase"
Map3k13,78,33,89,53,mitogen-activated protein kinase kinase kinase 13
Tmem41a,582,237,375,221,transmembrane protein 41a
Liph,6,38,12,10,"lipase, member H"
Senp2,1883,1316,1720,1399,SUMO/sentrin specific peptidase 2
Igf2bp2,182,1029,731,2469,insulin-like growth factor 2 mRNA binding protein 2
Tra2b,4254,3262,4537,3320,transformer 2 beta
Etv5,102,537,954,268,ets variant 5
Dgkg,4,3,1,0,"diacylglycerol kinase, gamma"
Crygs,0,0,0,0,"crystallin, gamma S"
Tbccd1,519,388,406,280,TBCC domain containing 1
Dnajb11,2732,2513,1713,2025,DnaJ heat shock protein family (Hsp40) member B11
Ahsg,12,59,0,2,alpha-2-HS-glycoprotein
Fetub,75,90,122,28,fetuin beta
Hrg,0,0,0,0,histidine-rich glycoprotein
Kng2,106,123,95,5,kininogen 2
Kng1,47,118,45,1,kininogen 1
Eif4a2,4296,3721,4277,2603,eukaryotic translation initiation factor 4A2
Rfc4,1214,429,1303,607,replication factor C (activator 1) 4
Adipoq,6,0,0,0,"adiponectin, C1Q and collagen domain containing"
St6gal1,1129,288,488,429,"beta galactoside alpha 2,6 sialyltransferase 1"
Rtp1,0,0,0,0,receptor transporter protein 1
Masp1,82,1024,889,3241,MBL associated serine protease 1
Rtp4,958,39,107,155,receptor transporter protein 4
Sst,0,0,0,0,somatostatin
Rtp2,0,0,0,0,receptor transporter protein 2
Bcl6,426,504,752,404,B cell leukemia/lymphoma 6
Lpp,2594,10104,3381,5031,LIM domain containing preferred translocation partner in lipoma
Tprg1,5,6,39,16,transformation related protein 63 regulated 1
Trp63,0,20,12,3,transformation related protein 63
P3h2,614,117,306,89,prolyl 3-hydroxylase 2
Cldn1,29,13,8,5,claudin 1
Cldn16,0,0,0,0,claudin 16
Tmem207,0,0,0,0,transmembrane protein 207
Il1rap,387,1413,916,844,interleukin 1 receptor accessory protein
Gmnc,0,0,0,0,geminin coiled-coil domain containing
Ostn,0,0,0,1,osteocrin
Uts2b,0,2,2,0,urotensin 2B
Ccdc50,3765,2495,3899,2948,coiled-coil domain containing 50
Fgf12,0,36,9,0,fibroblast growth factor 12
Mb21d2,405,344,370,177,Mab-21 domain containing 2
Plaat1,7,9,4,0,phospholipase A and acyltransferase 1
Atp13a5,0,2,0,0,ATPase type 13A5
Atp13a4,0,0,0,2,ATPase type 13A4
Opa1,2465,1487,2277,1679,"OPA1, mitochondrial dynamin like GTPase"
Hes1,977,839,416,214,hes family bHLH transcription factor 1
Cpn2,2,1,0,0,"carboxypeptidase N, polypeptide 2"
Lrrc15,796,81,64,148,leucine rich repeat containing 15
Gp5,4,6,2,4,glycoprotein 5 platelet
Atp13a3,4998,7371,5346,4581,ATPase type 13A3
Tmem44,162,72,79,145,transmembrane protein 44
Lsg1,1315,712,1122,903,large 60S subunit nuclear export GTPase 1
Fam43a,1349,985,789,643,"family with sequence similarity 43, member A"
Xxylt1,1277,1090,1236,1057,xyloside xylosyltransferase 1
Acap2,2025,1635,2772,1631,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"
Ppp1r2,2373,3053,2296,1765,"protein phosphatase 1, regulatory inhibitor subunit 2"
Apod,4416,46,50,9,apolipoprotein D
Bdh1,207,175,392,118,"3-hydroxybutyrate dehydrogenase, type 1"
